Date,Open,High,Low,Close,Adj Close,Volume
2024-03-19,219.58999633789065,219.58999633789065,216.08999633789065,216.3600006103516,215.1251220703125,1460500
2024-03-20,215.3000030517578,216.4499969482422,213.08999633789065,213.6199951171875,212.4007568359375,1886900
2024-03-21,213.82000732421875,216.2899932861328,213.55999755859372,216.08999633789065,214.85665893554688,1529900
2024-03-22,216.1999969482422,216.42999267578125,214.3600006103516,214.5,213.27574157714844,1169700
2024-03-25,215.13999938964844,216.4600067138672,214.3999938964844,215.19000244140625,213.96180725097656,978200
2024-03-26,214.7100067138672,215.30999755859372,211.88999938964844,212.8800048828125,211.6649932861328,1375000
2024-03-27,213.3699951171875,215.6499938964844,212.52999877929688,215.6000061035156,214.3694610595703,1817700
2024-03-28,215.88999938964844,216.4900054931641,212.97999572753903,215.2899932861328,214.06121826171875,1755400
2024-04-01,215.3300018310547,215.6999969482422,211.92999267578125,212.0200042724609,210.80990600585935,1036600
2024-04-02,212.0399932861328,214.88999938964844,211.3800048828125,214.8000030517578,213.57403564453125,1983100
2024-04-03,214.8000030517578,215.6199951171875,211.97000122070312,212.02999877929688,210.81983947753903,1796900
2024-04-04,213.1699981689453,214.27999877929688,211.9199981689453,212.2100067138672,210.9988250732422,2182700
2024-04-05,211.3699951171875,213.25999450683597,210.8000030517578,211.0800018310547,209.8752593994141,1163300
2024-04-08,211.0399932861328,214.1300048828125,210.1699981689453,212.75,211.5357360839844,2006100
2024-04-09,213.7700042724609,214.47999572753903,208.47000122070312,209.77999877929688,208.58267211914065,1634100
2024-04-10,210.41000366210935,213.3699951171875,209.6300048828125,212.0,210.79000854492188,2127000
2024-04-11,211.6100006103516,213.8699951171875,210.44000244140625,212.7700042724609,211.5556182861328,1653400
2024-04-12,212.3999938964844,212.83999633789065,209.2899932861328,209.5,208.3042755126953,1582600
2024-04-15,211.0399932861328,212.1000061035156,206.0800018310547,206.22999572753903,205.0529327392578,1977400
2024-04-16,207.3500061035156,208.75,206.1499938964844,206.47999572753903,205.301513671875,1151700
2024-04-17,208.05999755859372,209.1300048828125,206.2100067138672,208.4199981689453,207.23043823242188,1853400
2024-04-18,210.1499938964844,210.3600006103516,207.7700042724609,209.6499938964844,208.4534149169922,1256400
2024-04-19,211.27999877929688,214.5,210.2700042724609,213.0399932861328,211.82406616210935,2563900
2024-04-22,213.3000030517578,216.7100067138672,212.8800048828125,215.47999572753903,214.2501373291016,1743300
2024-04-23,215.00999450683597,217.4499969482422,214.13999938964844,216.7700042724609,215.5327911376953,2048700
2024-04-24,215.6300048828125,216.6300048828125,209.07000732421875,212.58999633789065,211.3766326904297,2636900
2024-04-25,212.3500061035156,216.5200042724609,211.19000244140625,212.5399932861328,211.3269195556641,2048100
2024-04-26,211.9199981689453,212.3999938964844,209.63999938964844,210.94000244140625,209.73606872558597,1353100
2024-04-29,209.69000244140625,213.13999938964844,209.1999969482422,209.6199951171875,208.423583984375,1316700
2024-04-30,209.1100006103516,210.13999938964844,207.69000244140625,209.63999938964844,208.4434814453125,1394400
2024-05-01,209.0500030517578,210.50999450683597,207.5500030517578,208.07000732421875,206.8824462890625,1869400
2024-05-02,209.3699951171875,209.7400054931641,206.8500061035156,207.47999572753903,206.2958068847656,1922600
2024-05-03,205.8600006103516,207.9199981689453,202.77999877929688,207.6499938964844,206.4648284912109,2065400
2024-05-06,208.55999755859372,208.9600067138672,205.9900054931641,208.0,206.81283569335935,1722600
2024-05-07,208.1699981689453,208.8999938964844,204.0,208.33999633789065,207.15089416503903,2144300
2024-05-08,208.1000061035156,211.8699951171875,206.7400054931641,211.83999633789065,210.63092041015625,1708200
2024-05-09,211.83999633789065,213.72000122070312,211.0,213.6100006103516,212.3908233642578,1983500
2024-05-10,213.52999877929688,213.7100067138672,207.8500061035156,208.4600067138672,207.2702178955078,1838700
2024-05-13,208.58999633789065,211.50999450683597,208.5399932861328,209.9199981689453,208.7218780517578,1555600
2024-05-14,209.1300048828125,210.9900054931641,207.0,210.8000030517578,209.59686279296875,1702000
2024-05-15,210.00999450683597,211.41000366210935,207.92999267578125,208.25999450683597,207.07135009765625,1770700
2024-05-16,208.25999450683597,213.3300018310547,208.0399932861328,212.72999572753903,211.51583862304688,1246100
2024-05-17,214.32000732421875,214.82000732421875,212.3000030517578,213.13999938964844,211.9235076904297,1466400
2024-05-20,213.13999938964844,213.57000732421875,211.1699981689453,211.2700042724609,210.06417846679688,1241000
2024-05-21,212.0,212.3500061035156,210.1300048828125,210.3500061035156,209.14942932128903,1454400
2024-05-22,208.8699951171875,211.8800048828125,208.30999755859372,211.47999572753903,210.27297973632807,1333000
2024-05-23,211.3600006103516,212.75,210.16000366210935,212.07000732421875,210.859619140625,1678000
2024-05-24,212.97000122070312,214.9499969482422,212.75999450683597,214.9199981689453,213.6933441162109,1135300
2024-05-28,212.9499969482422,213.75,207.3699951171875,208.5,207.3099822998047,2877300
2024-05-29,207.9900054931641,208.57000732421875,205.69000244140625,205.88999938964844,204.71487426757807,2119000
2024-05-30,206.42999267578125,207.3000030517578,204.83999633789065,204.8999938964844,203.73052978515625,1427300
2024-05-31,205.16000366210935,205.16000366210935,202.47999572753903,202.97999572753903,201.8214874267578,5076000
2024-06-03,203.1999969482422,204.22000122070312,200.22999572753903,201.75,200.5985107421875,2035900
2024-06-04,201.8300018310547,204.66000366210935,201.4600067138672,203.77999877929688,202.61692810058597,2120000
2024-06-05,203.77999877929688,204.7899932861328,200.25,200.4900054931641,199.345703125,2412100
2024-06-06,200.97999572753903,202.83999633789065,200.6300048828125,201.4900054931641,200.33999633789065,1424300
2024-06-07,201.3600006103516,201.7899932861328,199.2899932861328,199.3600006103516,199.3600006103516,1886200
2024-06-10,198.9199981689453,199.8699951171875,197.19000244140625,198.5,198.5,2015100
2024-06-11,198.4499969482422,200.13999938964844,197.47000122070312,198.6999969482422,198.6999969482422,1670300
2024-06-12,201.5,201.5,195.3800048828125,195.72999572753903,195.72999572753903,2018300
2024-06-13,194.8500061035156,196.8800048828125,194.6000061035156,195.63999938964844,195.63999938964844,1797300
2024-06-14,194.6300048828125,197.22999572753903,194.32000732421875,197.1300048828125,197.1300048828125,1671700
2024-06-17,196.38999938964844,197.67999267578125,195.3300018310547,196.58999633789065,196.58999633789065,1785800
2024-06-18,197.7899932861328,197.7899932861328,190.6999969482422,196.52999877929688,196.52999877929688,2225100
2024-06-20,196.8699951171875,198.88999938964844,195.0,198.4900054931641,198.4900054931641,2174300
2024-06-21,196.27999877929688,196.75,193.9600067138672,194.47999572753903,194.47999572753903,5763900
2024-06-24,195.6199951171875,197.42999267578125,194.91000366210935,195.0800018310547,195.0800018310547,1662700
2024-06-25,195.0800018310547,196.08999633789065,193.66000366210935,194.1000061035156,194.1000061035156,2018800
2024-06-26,193.0,195.8300018310547,192.1100006103516,195.1999969482422,195.1999969482422,2702600
2024-06-27,195.7400054931641,196.3000030517578,194.63999938964844,195.52999877929688,195.52999877929688,2817100
2024-06-28,195.41000366210935,197.1100006103516,195.00999450683597,196.6000061035156,196.6000061035156,6618100
2024-07-01,197.6199951171875,197.8300018310547,195.08999633789065,195.5,195.5,2092600
2024-07-02,196.55999755859372,198.32000732421875,195.9900054931641,197.0800018310547,197.0800018310547,4672400
2024-07-03,196.1000061035156,197.91000366210935,195.83999633789065,196.05999755859372,196.05999755859372,2237900
2024-07-05,196.52999877929688,196.77999877929688,195.27999877929688,196.3999938964844,196.3999938964844,3458800
2024-07-08,196.3999938964844,197.19000244140625,194.8000030517578,194.97000122070312,194.97000122070312,2375900
2024-07-09,195.17999267578125,195.57000732421875,193.88999938964844,194.6199951171875,194.6199951171875,1713600
2024-07-10,194.1000061035156,195.32000732421875,193.5,193.5800018310547,193.5800018310547,1907100
2024-07-11,193.5800018310547,198.3000030517578,193.1699981689453,195.8000030517578,195.8000030517578,4568600
2024-07-12,195.7700042724609,196.1000061035156,193.3699951171875,193.42999267578125,193.42999267578125,3124700
2024-07-15,195.7700042724609,197.1999969482422,194.1100006103516,197.00999450683597,197.00999450683597,2314764
2024-07-16,198.25999450683594,199.5500030517578,197.0800018310547,197.3699951171875,196.34063720703125,2106500
2024-07-17,197.8699951171875,201.5800018310547,197.32000732421875,201.4600067138672,200.40931701660156,1834400
2024-07-18,201.07000732421875,202.77999877929688,200.1999969482422,200.61000061035156,199.56373596191406,1531300
2024-07-19,201.6300048828125,201.88999938964844,199.16000366210938,199.85000610351562,198.80770874023438,1554800
2024-07-22,199.55999755859375,200.38999938964844,198.5399932861328,199.8800048828125,198.83755493164062,1258500
2024-07-23,200.1699981689453,200.27000427246094,196.99000549316406,197.44000244140625,196.4102783203125,2175300
2024-07-24,200.22999572753906,200.5500030517578,194.9199981689453,197.25,196.2212677001953,2688400
2024-07-25,197.38999938964844,200.8300018310547,197.0399932861328,199.3800048828125,198.3401641845703,2080400
2024-07-26,198.92999267578125,201.49000549316406,198.85000610351562,200.5399932861328,199.4940948486328,1259500
2024-07-29,200.5500030517578,201.7100067138672,198.75999450683594,198.9199981689453,197.88255310058594,1428200
2024-07-30,199.86000061035156,199.86000061035156,195.3000030517578,197.1999969482422,196.17152404785156,1712400
2024-07-31,197.1999969482422,197.85000610351562,193.25,193.7100067138672,192.69973754882812,1854000
2024-08-01,194.2100067138672,197.80999755859375,194.0399932861328,196.30999755859375,195.28616333007812,1873300
2024-08-02,198.22000122070312,201.55999755859375,197.5,199.8300018310547,198.78781127929688,2373800
2024-08-05,200.13999938964844,202.75,196.6199951171875,197.22000122070312,196.19142150878906,2133500
2024-08-06,197.0,204.10000610351562,196.94000244140625,202.3800048828125,201.3245086669922,3269300
2024-08-07,201.89999389648438,206.8000030517578,200.5,205.0,203.93084716796875,3529900
2024-08-08,204.6300048828125,207.30999755859375,202.35000610351562,205.14999389648438,204.08004760742188,2086500
2024-08-09,205.25,207.2100067138672,203.77000427246094,206.66000366210938,205.58218383789062,1011300
2024-08-12,206.66000366210938,208.0800018310547,205.17999267578125,206.58999633789062,205.51254272460938,1073800
2024-08-13,206.52999877929688,207.89999389648438,205.64999389648438,207.57000732421875,206.48744201660156,977300
2024-08-14,207.77999877929688,208.2899932861328,206.5,207.85000610351562,206.7659912109375,1152100
2024-08-15,207.77999877929688,208.25999450683594,204.85000610351562,205.2899932861328,204.21932983398438,1321500
2024-08-16,205.2899932861328,208.8000030517578,204.16000366210938,207.8800048828125,206.7958221435547,1115600
2024-08-19,208.42999267578125,209.75999450683594,208.0399932861328,208.8699951171875,207.78065490722656,1122300
2024-08-20,209.4499969482422,210.42999267578125,208.36000061035156,208.6999969482422,207.61154174804688,1272000
2024-08-21,208.67999267578125,209.44000244140625,207.61000061035156,209.39999389648438,208.30789184570312,939300
2024-08-22,209.25,210.16000366210938,208.1999969482422,209.6199951171875,208.52674865722656,1352100
2024-08-23,210.27999877929688,210.27999877929688,206.44000244140625,207.0500030517578,205.97015380859375,1273900
2024-08-26,207.10000610351562,208.66000366210938,207.10000610351562,208.42999267578125,207.3429412841797,1647500
2024-08-27,208.91000366210938,212.8699951171875,207.7100067138672,212.39999389648438,211.292236328125,1789200
2024-08-28,212.72000122070312,215.9499969482422,212.35000610351562,215.1199951171875,213.99806213378906,1655300
2024-08-29,215.00999450683594,215.36000061035156,213.36000061035156,214.10000610351562,212.98338317871094,1547900
2024-08-30,213.52999877929688,215.97000122070312,213.52000427246094,215.74000549316406,214.61483764648438,2021100
2024-09-03,208.4600067138672,212.75,207.75,212.63999938964844,211.53099060058594,3725400
2024-09-04,213.83999633789062,216.13999938964844,212.63999938964844,216.0,214.87347412109375,1921800
2024-09-05,218.5,219.50999450683594,217.05999755859375,219.3800048828125,218.23585510253906,1759800
2024-09-06,219.0500030517578,220.8000030517578,218.4600067138672,220.5,219.35000610351562,2899300
2024-09-09,220.0,221.08999633789062,217.74000549316406,218.5399932861328,218.5399932861328,2211100
2024-09-10,217.75999450683594,219.63999938964844,217.0,218.47999572753906,218.47999572753906,2148700
2024-09-11,218.66000366210938,218.8000030517578,214.77999877929688,218.58999633789062,218.58999633789062,3691400
2024-09-12,219.19000244140625,219.22999572753906,215.4499969482422,217.3000030517578,217.3000030517578,2368600
2024-09-13,218.27000427246094,218.8800048828125,215.52999877929688,216.99000549316406,216.99000549316406,2587300
2024-09-16,216.0500030517578,219.49000549316406,216.0500030517578,218.52999877929688,218.52999877929688,1740100
2024-09-17,218.19000244140625,219.2899932861328,216.8000030517578,218.17999267578125,218.17999267578125,1976800
2024-09-18,218.0,218.36000061035156,214.94000244140625,216.3000030517578,216.3000030517578,1868500
2024-09-19,216.5399932861328,217.11000061035156,214.58999633789062,214.75999450683594,214.75999450683594,2888700
2024-09-20,213.63999938964844,215.07000732421875,212.3800048828125,213.16000366210938,213.16000366210938,2898600
2024-09-23,213.47000122070312,216.27000427246094,212.61000061035156,215.86000061035156,215.86000061035156,1550600
2024-09-24,215.86000061035156,218.24000549316406,213.97000122070312,218.16000366210938,218.16000366210938,2292300
2024-09-25,218.52000427246094,219.35000610351562,216.52000427246094,217.52000427246094,217.52000427246094,1973700
2024-09-26,217.5399932861328,218.97999572753906,216.74000549316406,218.47000122070312,218.47000122070312,2076300
2024-09-27,218.47000122070312,220.0,218.08999633789062,218.3000030517578,218.3000030517578,1840200
2024-09-30,219.0,221.36000061035156,217.22999572753906,220.64999389648438,220.64999389648438,1835800
2024-10-01,221.0,225.32000732421875,218.08999633789062,225.27999877929688,225.27999877929688,2043400
2024-10-02,225.9499969482422,225.9499969482422,221.14999389648438,223.57000732421875,223.57000732421875,2191700
2024-10-03,224.66000366210938,226.77999877929688,223.67999267578125,224.27000427246094,224.27000427246094,1819900
2024-10-04,224.27000427246094,224.80999755859375,222.0500030517578,224.42999267578125,224.42999267578125,1585800
2024-10-07,225.1300048828125,226.5,221.25,221.72999572753906,221.72999572753906,3023000
2024-10-08,222.85000610351562,223.83999633789062,220.55999755859375,221.67999267578125,221.67999267578125,2138400
2024-10-09,221.08999633789062,223.00999450683594,220.55999755859375,221.4600067138672,221.4600067138672,1488900
2024-10-10,222.0,222.35000610351562,220.11000061035156,221.25,221.25,958100
2024-10-11,221.86000061035156,221.92999267578125,220.3000030517578,221.72000122070312,221.72000122070312,1123100
